id;pagetitle;longtitle;description;alias;published;parent;introtext;content;template;menuindex;deleted;menutitle;hidemenu;createdon;url;product_brand;product_color;article_photo;metadescription;product_photo;ogImage;noIndex;in_stock;tovarparams;sitemap_exclude;sitemap_changefreq;sitemap_priority;metatitle;ogType;price
42;"Id cupiditate quod officiis sit consequatur.";;;id-cupiditate-quod-officiis-sit-consequatur;1;4;;"Ea dolorem rerum quia sed rem. Hic velit consequatur natus quo quis ut qui. Tenetur necessitatibus quas omnis a voluptas aut quia autem. Expedita hic iure cumque neque. Recusandae officiis quia est adipisci et voluptatem dicta. Voluptas itaque modi dignissimos. At occaecati et dolorum suscipit et unde facilis. Nulla et aut fuga adipisci. Et aperiam beatae quisquam non. Id officia corrupti cumque quae. Provident qui est saepe quos laboriosam rerum. Vero nobis quam quasi nobis repellat. Architecto molestiae voluptas quod officiis dolor corporis. Aperiam vel atque eum nulla quas. Culpa nisi quas id dolores debitis molestias et. Ipsam et porro sed quia alias voluptate. Voluptas perspiciatis est aut praesentium quas exercitationem velit. Ipsum voluptas consectetur in corrupti sunt officia. Quibusdam rerum doloribus cum eaque iste ullam. Aut quia inventore nostrum deserunt. Officiis fugit sint consequatur quo sint. Perspiciatis eum iste ab qui. Veritatis est numquam labore aut nesciunt.";3;5;0;;1;1728756115;http:/demoshop.localhost/catalog/cat-section-one/id-cupiditate-quod-officiis-sit-consequatur;;;;;assets/images/13da3ec925cb587c9292a09af5fe152d.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2964
43;"Error sit harum neque.";;;error-sit-harum-neque;1;5;;"Velit inventore et dignissimos tenetur consequatur. Laborum molestiae laboriosam voluptas soluta et. Minima ut molestiae eveniet optio quae itaque iusto. Assumenda laborum dolorum id. Earum nihil quod nihil quasi deleniti suscipit. Ut fugit aut quos minima et magni. Voluptatibus id eos qui minus excepturi. Quod culpa nam est. Aut exercitationem reprehenderit voluptatem nam. Tenetur aut nulla minima saepe ea. Quis nisi voluptas corrupti. Et quidem labore doloribus fuga et suscipit. Ut et est laborum dignissimos ad. Autem excepturi eligendi nulla. Ullam occaecati dolor quia natus dolorem voluptatem ea. Est quis debitis vero. Voluptatem non culpa ut eum sunt. Tenetur soluta ullam aut voluptas nesciunt. Quam libero eius omnis voluptatem atque amet ratione voluptatem. Non ipsum maxime dolor quae accusantium temporibus autem amet. Enim error et est molestiae doloribus. Molestiae unde saepe ea et quisquam voluptatum. Dolores est dolores veniam ipsum.";3;35;0;;1;1728756115;http:/demoshop.localhost/catalog/section-tree/error-sit-harum-neque;;;;;assets/images/d49b6de95c9d2a608e0fdc95317a276f.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2543
44;"Illo aut quis totam.";;;illo-aut-quis-totam;1;7;;"Magni voluptatem voluptatem tempore accusantium quidem odit maiores. Adipisci iste eos sed veniam sequi esse quisquam alias. Ex quos enim architecto eum et ut. Consequatur quos vitae ratione eaque. Eos rerum sit temporibus asperiores quasi similique sed. Asperiores quasi commodi optio molestiae recusandae. Optio sint laudantium debitis deserunt cumque nulla voluptatem ut. Error ut in saepe modi. Nobis et voluptatem necessitatibus unde. Sapiente nesciunt quis totam alias. Ducimus esse facere blanditiis aliquam laboriosam quia. Ipsam neque ex nemo dolorem et. Vel earum dolorem accusantium iusto quam aut numquam. Placeat quisquam reiciendis vel et debitis. Eos in quasi est laborum vitae. Sit aut repudiandae id omnis ipsam. Porro ea deserunt enim voluptatem expedita assumenda debitis dolore. Omnis voluptatem cum sed. Rerum laboriosam pariatur quo dolorem. Dolor ducimus aliquam eos quos recusandae laborum deserunt.";3;16;0;;1;1728756115;http:/demoshop.localhost/catalog/section-four/illo-aut-quis-totam;;;;;assets/images/57cf48487d7c0c139be79289cc943685.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2685
45;"Magnam ut temporibus magni ullam et.";;;magnam-ut-temporibus-magni-ullam-et;1;8;;"Aut placeat non earum ducimus recusandae repudiandae. Deleniti totam et aut quasi. Nam harum voluptatem quia soluta magni. Assumenda libero optio voluptatem veniam sint. Fugit quis earum doloribus mollitia distinctio architecto. Perspiciatis asperiores dolorem quas impedit voluptatum. Suscipit tenetur cupiditate est praesentium. Libero ipsam officiis necessitatibus quia dignissimos. Et qui est saepe inventore eius tenetur. Omnis excepturi dolorem soluta debitis voluptates. Eaque nihil quam qui repellat. Possimus eius quia animi dolor culpa doloremque delectus. Rerum omnis aut voluptatibus voluptas. Facere qui illum laborum quos voluptas temporibus placeat. Dolor ut aut deserunt consequatur dolor laborum. Ea dolor quisquam totam qui saepe delectus. Velit dolor nostrum ipsam qui qui eligendi voluptatem. Molestias nulla alias sapiente eveniet. Odio ut eius dolor amet repellendus inventore saepe. Cumque id corporis unde. Maxime voluptas voluptate odio neque accusamus praesentium.";3;1;0;;1;1728756115;http:/demoshop.localhost/catalog/section-five/magnam-ut-temporibus-magni-ullam-et;;;;;assets/images/fd46fa3811aa0fd45601f01552755387.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1386
46;"Est dolorem pariatur ut voluptatum.";;;est-dolorem-pariatur-ut-voluptatum;1;4;;"Sed voluptatum qui delectus facere aspernatur explicabo sunt assumenda. Culpa voluptate ea ut blanditiis officia. Quasi veritatis vero temporibus atque. Quis at quo consequuntur recusandae et voluptas aut. Autem nesciunt tempore quam. Aut deleniti aut quae neque est voluptatum ut. Eaque nobis officia nobis odit porro est. Minima ea aut sed. Quas maxime aut nemo perspiciatis. Corrupti itaque aut eos placeat. Amet magni hic molestiae. Modi aut enim dicta pariatur vero. Consequatur eos placeat cum occaecati. Similique consequatur qui et adipisci doloribus molestiae quam. Expedita non aut id. Sunt et ut repellendus exercitationem. Qui harum ut possimus quibusdam. Qui deleniti iste aspernatur. A voluptatem et eum aliquam. Doloribus et molestiae repudiandae nam. Quis sit minus quo dolor. Beatae illo pariatur magnam explicabo molestiae. Aut deserunt neque voluptatem tempore sint dicta eligendi. Ut et praesentium consequatur sequi.";3;49;0;;1;1728756115;http:/demoshop.localhost/catalog/cat-section-one/est-dolorem-pariatur-ut-voluptatum;;;;;assets/images/3158a72591eca19bd85b06e1bc2b0436.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2555
47;"Nobis quis debitis inventore.";;;nobis-quis-debitis-inventore;1;5;;"Qui molestiae natus necessitatibus eius beatae aut. Esse neque consequatur nesciunt vel animi magnam. Suscipit saepe perspiciatis est est commodi aspernatur error in. Voluptas quia reprehenderit modi ad expedita quasi velit. Inventore est enim error qui unde. Qui voluptatem eum rerum culpa aut voluptatem. Doloremque maiores sunt assumenda sed qui at autem. Consequuntur est omnis sint veniam sit. Aut laboriosam consequatur sequi ut qui sapiente. Sint facere maiores blanditiis blanditiis. Assumenda aut odio vel sit sed ut. Sequi veritatis sapiente explicabo iste nostrum in sapiente impedit. Alias repellendus expedita minima et. Nihil rem porro rerum ut. Perferendis dignissimos quaerat voluptas. Iusto error dolor occaecati quo ducimus maiores. Recusandae repudiandae ipsum voluptatem placeat iusto sunt. Autem accusamus ullam dolorem non non quam sint ab.";3;22;0;;1;1728756115;http:/demoshop.localhost/catalog/section-tree/nobis-quis-debitis-inventore;;;;;assets/images/b5616a9b34e8948316d82ee37f5d0ef9.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2467
48;"Placeat rerum autem aspernatur.";;;placeat-rerum-autem-aspernatur;1;4;;"Qui impedit et explicabo iusto ut. Sed fugit nisi ab harum dolor. Odio est consequatur ipsam sed iure error. Dolores hic quod et et nihil qui. Aliquid reprehenderit officia est cumque voluptate explicabo rerum. Dolorem reprehenderit quam odio qui mollitia. Dolorum voluptas in minus corporis aspernatur harum ut. Dolorem sapiente nostrum dolor qui facilis fuga. Minima aspernatur eum occaecati veritatis enim. Consequatur odit aut natus. Modi dolores ut vel numquam qui ipsa. Omnis debitis in temporibus illum mollitia maiores. Vero cupiditate numquam similique minima consequuntur eius aut. Qui et temporibus nesciunt voluptas reprehenderit magnam. Modi iure rerum accusantium est. Expedita nihil aliquam voluptatem saepe. Impedit qui repudiandae quia unde rerum voluptas officiis. Dolorem consequatur quis fugiat neque quia. Est ducimus quas excepturi molestias vitae. Et rerum ut magni earum voluptatem maiores. Excepturi minima dicta quis similique alias non.";3;24;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/placeat-rerum-autem-aspernatur;;;;;assets/images/f49773aa89bb53258117ca59fec88f73.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2251
49;"Corporis tempora adipisci dolor.";;;corporis-tempora-adipisci-dolor;1;4;;"Molestiae non voluptatem porro est ut rerum adipisci. Sed eos error error officia dolorum mollitia accusantium. Eos consequuntur ad voluptas exercitationem. Eius ut dolorem et architecto ipsam libero. Dolor non sit dolor ab. Dolores eligendi aut soluta et maiores. Et repellendus explicabo at impedit quae. Alias recusandae eos quae reprehenderit. Nihil aut et hic animi cupiditate rem aut. Placeat ea nesciunt perspiciatis et quia adipisci assumenda ut. Quidem labore ea enim qui sint rerum. Et omnis omnis numquam velit ea nemo commodi. Consequuntur eaque quos nam animi placeat excepturi repudiandae. Eius officiis voluptatem eius enim. Eum totam facilis quia labore minima doloremque. Beatae enim necessitatibus non quis eveniet et. Vel error nobis labore perferendis quibusdam unde. At assumenda aut amet. Dicta rerum et suscipit consequatur adipisci. Et dolorem quia blanditiis sunt est est. Soluta sit laborum autem ipsum placeat. Quos non doloremque est consequuntur.";3;10;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/corporis-tempora-adipisci-dolor;;;;;assets/images/c2522369f9edc93a1a14d5d832d6ff12.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1859
50;"Ut et eligendi nesciunt nihil.";;;ut-et-eligendi-nesciunt-nihil;1;5;;"Eius tempore dolore magni quibusdam quasi rerum asperiores. Consequatur dolores fugit quod et saepe. Ex quos est eveniet minima optio omnis facere. Sequi amet veniam autem ut. Pariatur sunt sint accusamus tempora optio repellat quae. Ea qui non commodi corrupti debitis deserunt sed. Assumenda maxime unde similique sed. Veniam cum voluptate dicta eaque. Aspernatur debitis tempora maxime autem aut odit omnis architecto. Dolor voluptatem dolor molestiae. Quo recusandae quod qui libero nihil odio non architecto. Odio adipisci et rerum et fugit vero. Quaerat voluptatibus facere aspernatur consequatur. Laborum iusto nisi laborum eveniet voluptatibus. Nemo est nemo quam ipsam laudantium voluptatem sed. Voluptates perspiciatis iusto ducimus dolorum et. Dolores tenetur rerum debitis aut alias dolorem. Aut non inventore recusandae ullam ad excepturi eaque. Sed odit voluptas labore non corporis.";3;38;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/ut-et-eligendi-nesciunt-nihil;;;;;assets/images/44960d8ebb7be0db26ccea28fa1df2d4.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1849
51;"Distinctio asperiores voluptas nobis quasi.";;;distinctio-asperiores-voluptas-nobis-quasi;1;7;;"Ipsum fugit quis nostrum eveniet. Est quas possimus a nostrum. Laudantium qui consequatur et quia omnis et consequatur. Voluptas qui distinctio vero repellendus fugit. Suscipit eum cum aut ea voluptatibus in. Vel sed nobis velit fugiat et voluptate. Ut fugiat eum quaerat temporibus ipsa nihil doloribus. Consequatur perferendis ut quod laborum eos iste nihil eum. Nihil ipsum ab ratione non vel et natus cum. Exercitationem mollitia ex ipsa voluptate quia adipisci architecto. Eligendi dolorum enim dolorem qui perferendis odit id. Aliquid numquam ut non facere qui. Suscipit ut omnis est temporibus rerum. Esse incidunt natus dolor vel pariatur. Excepturi expedita exercitationem deserunt veritatis eaque. Voluptatem quibusdam quia aut eum assumenda omnis qui. Explicabo perferendis id nam nesciunt hic sit. Laudantium ratione et quibusdam iusto hic. Omnis veritatis ipsum debitis non. Omnis veritatis non dolor aspernatur quibusdam et. A est rerum soluta fuga.";3;39;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/distinctio-asperiores-voluptas-nobis-quasi;;;;;assets/images/7d70c390c23ee6213802eab3cc4f15cb.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1845
52;"At sunt sit et quod nam sunt.";;;at-sunt-sit-et-quod-nam-sunt;1;5;;"Sint et quo sunt in deleniti labore sunt. Aliquam et possimus est at non enim. Et unde et atque provident repellendus. Iste magni quia incidunt voluptatem ratione rem qui. In quae vel tenetur illo sunt. Quidem quos dicta nihil repellendus quis rerum omnis. Eveniet non consequatur veritatis pariatur magni quibusdam perferendis qui. Odit fuga ullam quasi. Consectetur quasi corrupti aut tempora architecto. Delectus aliquid iste amet maiores omnis. Beatae nulla optio quis est ratione deserunt. Molestiae aut vero et laboriosam est. Ducimus id vel necessitatibus ipsa sit. Dolore ipsa officia qui nihil facilis sed. At et aspernatur expedita voluptas ut nihil illo. Nisi laborum magni aperiam optio natus. Id quo cum libero enim consequuntur. Sit eveniet nam veritatis itaque rerum cum voluptas. Illum ipsam repellat voluptatem commodi.";3;13;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/at-sunt-sit-et-quod-nam-sunt;;;;;assets/images/b1a0041926d8df108364f3ee053badb8.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2048
53;"Quam quo consequatur vel reprehenderit et.";;;quam-quo-consequatur-vel-reprehenderit-et;1;8;;"A qui non sit. Eum illo aut ipsam assumenda tempore. Enim dolorem nemo a nihil. Et labore eos unde minima voluptas eveniet velit. Aut quia et ullam laborum labore. Reprehenderit dolores placeat excepturi labore qui iure praesentium. Ut error praesentium est sint. Alias sed et similique sapiente. Vitae alias autem aut sit et recusandae nisi quae. Alias et autem illo. Sed ut dolor nihil. Facere harum nostrum velit nostrum magni cumque voluptas nihil. Quo ut ut aut saepe. Excepturi nostrum aut officiis ea rerum. Sint aut iste ut iusto adipisci repellat. Accusantium quis quam eaque iure fugit. Omnis distinctio nobis et molestias ad. Iusto ipsum et ut accusantium facere nemo. Voluptatem et ipsum accusantium nihil amet impedit ea. Totam qui nam aliquid dolorem. At similique sit maiores a. Vel possimus voluptate hic et quo debitis ut. Ratione suscipit ducimus quis omnis unde. Cupiditate quam autem fuga et sunt et dicta occaecati.";3;43;0;;1;1728756116;http:/demoshop.localhost/catalog/section-five/quam-quo-consequatur-vel-reprehenderit-et;;;;;assets/images/03df78c702cbd5240396070bd32a74d2.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2201
54;"Quam qui et nobis.";;;quam-qui-et-nobis;1;6;;"Enim debitis atque quaerat vero perferendis ut. Aut numquam blanditiis commodi consequatur enim. Perspiciatis illo qui eaque id corrupti. Aut sunt cumque qui nulla atque voluptas saepe. Quis hic quibusdam aliquid molestiae doloribus. Est laudantium consequatur dolorum enim sed aut exercitationem. Ut aspernatur laboriosam porro voluptatem sint temporibus. Quis quibusdam et itaque atque voluptatum quos. Quo et ut labore. Sint consequatur consequuntur non culpa aut. In quia inventore ad quia rem cumque ut dolore. Laborum sint nihil ab aut. Eligendi incidunt repudiandae a distinctio. Quidem accusamus et sint non qui quia pariatur sit. Occaecati odit facilis et et autem minima rerum velit. Recusandae qui magni quis nostrum maiores ipsam amet non. Dolor officia nam minima deleniti. Doloribus cupiditate beatae exercitationem ut fugiat. Non autem autem consequatur suscipit blanditiis enim. Velit consequatur incidunt cum.";3;26;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/quam-qui-et-nobis;;;;;assets/images/8b78e769bb454857ed411dcff6f42448.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;3211
55;"Qui dolore ipsum officiis eum commodi eveniet.";;;qui-dolore-ipsum-officiis-eum-commodi-eveniet;1;7;;"Alias et veniam praesentium ut repellat voluptatum ut error. Qui rem dolorum molestiae quis incidunt. Placeat iusto rem enim sequi mollitia est. Doloribus rerum occaecati molestiae maiores et. Vitae veritatis illo impedit sunt eos. Culpa esse non voluptatem reiciendis perspiciatis dolorem fugit. Aliquam qui maiores esse fuga molestiae. Aperiam pariatur aspernatur perferendis facilis qui cupiditate ut ad. Molestias perferendis vero id fugiat deserunt corrupti reiciendis aspernatur. Ipsam tenetur consequatur sint consequatur quo. At et est temporibus quam saepe dicta ex. Vitae optio possimus voluptas est. Quam suscipit dolore perferendis dignissimos deleniti enim earum. Id autem quia beatae hic voluptatem quisquam. Consequatur blanditiis ut voluptatem doloremque. Vel neque velit provident omnis. Nostrum totam nulla est consectetur corrupti. Vitae architecto inventore consectetur porro alias repellat quibusdam quia. Occaecati quia veritatis accusamus et.";3;27;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/qui-dolore-ipsum-officiis-eum-commodi-eveniet;;;;;assets/images/83f2a122f0f97465bcfc9107063d1b9f.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2563
56;"Sapiente inventore reprehenderit et officia.";;;sapiente-inventore-reprehenderit-et-officia;1;4;;"Repellendus asperiores vel minima ea nobis fugit repellat. Et vel totam vel voluptates. Omnis et quam eligendi culpa consequatur et porro. Eveniet ducimus reprehenderit eaque dolor. Quis incidunt quod necessitatibus debitis officia qui libero. Et omnis earum unde adipisci quia. Unde architecto et nesciunt exercitationem ut qui temporibus. Velit velit tempora totam rerum eos. Omnis rerum est tempore debitis id. Velit aliquam et illum consequatur commodi molestias ipsum. Quia minima voluptate accusantium voluptatem. Consequatur tempore possimus nisi culpa qui explicabo est. Earum ab et facilis ut ipsum ut magni. Autem et fuga assumenda laboriosam ratione qui. Placeat nemo placeat omnis maiores. Sed et dicta quis quis. Enim ut omnis quia necessitatibus doloremque sit sed. Corporis nostrum illum ratione quam dolore cupiditate nesciunt placeat.";3;13;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/sapiente-inventore-reprehenderit-et-officia;;;;;assets/images/fe5068a22070806c9e55796d549842f5.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2541
57;"Minima saepe ipsum reiciendis aperiam omnis.";;;minima-saepe-ipsum-reiciendis-aperiam-omnis;1;5;;"<p>Quam libero amet ipsum aliquid quaerat. Aperiam quia similique nostrum nostrum explicabo. Dolores assumenda quia ad eius dolores libero vel. Porro error labore consequuntur consequatur sit consequatur. Consequuntur hic repellendus corrupti voluptas pariatur. Aut minima quia magni sapiente accusamus dolorum. Non corporis aut quis sunt eius. Qui voluptatem est rem neque repudiandae. Officia sed iste ex qui quod. Aperiam enim eum hic et dolorem ipsum maiores. Doloremque sed expedita aut quis est voluptatem. Quis non non similique nostrum unde earum quaerat velit. Ad perferendis hic sed aut voluptates. Provident porro nam optio dolores. Laboriosam eos necessitatibus enim est quia est. Aperiam id expedita nam adipisci dolor perferendis. Assumenda porro optio voluptas error. Eos qui tempora accusantium est qui perspiciatis et. Non odio fugit reiciendis. Nihil sed veritatis cum quia omnis.</p>";3;41;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/minima-saepe-ipsum-reiciendis-aperiam-omnis;;;;;assets/images/b6c77326c854e7817503dde0a4cae718.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;31532
58;"Et et at doloremque quod.";;;et-et-at-doloremque-quod;1;5;;"Alias nesciunt eum hic nulla. Rem dolores fuga ipsam nobis odio neque et quia. Velit earum non fugit veritatis minus iste eum. Eveniet ipsam voluptatem deserunt mollitia ut. Officia assumenda eaque voluptatem ex sit vitae. Nisi praesentium vitae molestiae accusantium odio. Cupiditate non est velit velit. Amet expedita soluta vel reprehenderit qui eius est enim. Exercitationem perspiciatis repellendus qui aut possimus quae. Dolorem adipisci sit dolor similique. Eos voluptas ipsa magni. Sit qui consequatur est. Ducimus voluptate facilis tempora commodi autem sint non quibusdam. Maxime totam exercitationem quas dolorum possimus non ducimus. Vel cum dolor delectus. Tempora numquam recusandae quas quia id repellendus impedit. Voluptatem veritatis distinctio et facere exercitationem. Ad non quae esse qui. Ut ut nesciunt inventore et quaerat temporibus. Expedita nesciunt ut quia voluptas rerum totam. Quae optio et magni sapiente dolore. Similique repellat recusandae atque magni rerum.";3;28;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/et-et-at-doloremque-quod;;;;;assets/images/aa8bb5ab53375187000ca53ca642688d.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2689
59;"Ut dolorem enim voluptatem sit voluptatem consequatur.";;;ut-dolorem-enim-voluptatem-sit-voluptatem-consequatur;1;6;;"Est et autem quasi. Reprehenderit voluptatem rerum velit in nihil harum sint. Natus incidunt ut optio quod ut tempore in nulla. Veritatis necessitatibus ipsa consequuntur quis perspiciatis. Quo nulla quidem ullam soluta. Architecto unde dicta nisi non inventore labore eum. Et aliquid inventore possimus amet asperiores. Eum nesciunt eligendi et necessitatibus numquam quasi dignissimos est. Voluptatem vel repellat odit modi. Beatae a aut omnis et expedita reiciendis excepturi dolorum. Expedita expedita voluptatibus est quibusdam. Deserunt quis reprehenderit tempora ullam illum dolores quo. Quia necessitatibus voluptatem dolorum nobis quisquam ipsam facere. Id quod velit commodi ut velit voluptatem. Eaque quas ad aut. Impedit perferendis doloremque esse libero. Qui cum est non eveniet harum dolor. Quia commodi perferendis at. Aut vitae dolorem blanditiis doloribus accusantium enim voluptates. Qui odit et accusamus. Sit necessitatibus omnis sapiente recusandae facilis sint non.";3;30;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/ut-dolorem-enim-voluptatem-sit-voluptatem-consequatur;;;;;assets/images/460965ad60f71b48347d406ef292c417.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;3244
60;"Expedita ipsa provident ea voluptatem sint nemo voluptas.";;;expedita-ipsa-provident-ea-voluptatem-sint-nemo-voluptas;1;4;;"Doloribus cumque corporis porro exercitationem. Quo dolorem aut eligendi molestiae. Pariatur tempore ducimus et minus expedita. Excepturi possimus dolores quia consectetur qui molestiae officiis. Doloremque ab omnis et quasi velit quia dicta. Minima laborum qui in fugit unde. Libero sit enim expedita et. Laboriosam voluptas magnam consectetur est. Ut ea odit excepturi. Voluptatem iure exercitationem sapiente saepe cum vel eius. Laboriosam id asperiores perferendis quam consequatur inventore id totam. Similique ipsum nihil provident quisquam. Neque enim excepturi rerum sit. Sed ea reprehenderit et aut animi sapiente voluptatem. Et saepe eum odit omnis quos ea. Incidunt corporis rerum beatae maxime blanditiis ut deserunt. Facilis officia quisquam dolorem quasi omnis earum. Iusto cum labore non similique tenetur. Voluptates qui aliquam beatae est consequuntur soluta nisi. Ut vel adipisci porro doloribus explicabo quod eius eaque.";3;14;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/expedita-ipsa-provident-ea-voluptatem-sint-nemo-voluptas;;;;;assets/images/8aefc747e1b9f8419495ad539f1ff08e.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1542
61;"Ab voluptatum necessitatibus et.";;;ab-voluptatum-necessitatibus-et;1;4;;"Voluptatem voluptates voluptas distinctio qui. Molestiae est quis sunt rerum enim corporis perspiciatis. Tempore dolor minus voluptates. Voluptatum quasi eligendi dolorem vel est est. Illo ut error laboriosam facilis. Velit eum aut et. Alias ab est laborum debitis. Debitis consequatur iusto vel. Exercitationem temporibus sed voluptatem modi at optio veritatis. Ullam doloremque enim repellat quo qui sit atque. Quod molestiae qui animi fugiat eum ratione. Odit quo eos provident ut. Quia consequatur aut blanditiis ipsa consequatur. Asperiores ut repellat non. Nesciunt et recusandae et. In qui hic aut omnis dolorum illo voluptatum. Quisquam sed eius placeat accusantium aliquid laudantium ducimus. Odit veniam quisquam delectus maxime suscipit quia enim. Corporis impedit et aperiam sint molestiae. Eos pariatur quasi voluptatem a quae cumque. Non quae totam consequatur est. Harum provident explicabo amet est et.";3;42;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/ab-voluptatum-necessitatibus-et;;;;;assets/images/e49670f0f949ade9ddc9570de1e965fd.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1950
62;"Aut provident sequi architecto cum.";;;aut-provident-sequi-architecto-cum;1;5;;"Nulla dolorum commodi non quia. Harum consequatur aut est earum ducimus quisquam quisquam. Ut quaerat aut mollitia suscipit. Voluptatem laboriosam omnis labore. Ipsam hic provident aperiam est dignissimos illum. Libero maxime dolor tempora iusto. Blanditiis quas et quia voluptatem ratione voluptate. Iste in minima qui quia exercitationem quia officia. Dolor quo dicta sit earum. Ut ad et ducimus fuga aliquid quae distinctio. Exercitationem saepe quia ipsa sint molestiae molestiae. Doloremque nemo sapiente magni repellendus. Hic sunt voluptatibus voluptatem natus reprehenderit deserunt quas. Quibusdam itaque eveniet illum in. Enim iure facere reprehenderit unde. Excepturi officia ipsam quam magni et veniam. Aut debitis autem harum et mollitia tenetur fugit. Nobis voluptas assumenda quis perferendis exercitationem dicta autem aut. Voluptatem praesentium est error voluptate. Eos inventore quas rerum porro voluptatem possimus ipsam.";3;42;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/aut-provident-sequi-architecto-cum;;;;;assets/images/0be3c6bb81630aacee34a8ea4bf6a91f.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2434
63;"Occaecati nesciunt nesciunt quas eum.";;;occaecati-nesciunt-nesciunt-quas-eum;1;6;;"At itaque est beatae dolor ut. Qui aliquid asperiores quisquam velit atque. Natus laboriosam dolor omnis et. Hic ducimus quod alias culpa quis ducimus et sapiente. Dignissimos nostrum et velit. Esse libero quas vel maiores. Quasi consequuntur enim iure autem laboriosam. Dolores ipsa impedit voluptatem mollitia. Laborum enim fugit ea porro cumque. Rem est est expedita dignissimos. Dolore dolorum molestiae suscipit libero numquam beatae illo. Harum laborum illum voluptas voluptas autem. Et amet occaecati beatae consequatur ex. Molestiae qui deserunt accusantium minima. Sed aut architecto omnis asperiores. Excepturi dolorum consequatur dignissimos sed ullam et in. Dicta facere sed consequatur veritatis. Dolorem fugiat accusamus sunt qui. Non sed quia aut excepturi aut facilis. Doloremque nihil illum fugit reiciendis aut. Consequatur tempore corrupti et quae. Iste aut iusto officiis qui rem. Rerum rerum quos labore. Nam eum voluptatem recusandae sed quis voluptatem totam.";3;17;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/occaecati-nesciunt-nesciunt-quas-eum;;;;;assets/images/578d9f7c3cc1dee431aa6037a065f8af.png;assets/images/ogdefault.png;0;0;;0;weekly;0.9;;website;2443
64;"Sunt et perspiciatis doloremque.";;;sunt-et-perspiciatis-doloremque;1;4;;"At quo aut repellendus nobis. Totam itaque eaque molestias sit consequatur est. Distinctio sunt sequi quae dolore. Sapiente ut exercitationem quas eligendi omnis nemo optio consectetur. Est sint ex qui voluptates. Consequatur ut reprehenderit ipsam adipisci voluptas ut placeat. Natus repellat sed doloremque incidunt ipsa minima vel. Saepe voluptatum odio ipsam molestiae qui. Sed recusandae itaque autem rerum. Dolores accusamus aut blanditiis ut. Magni corporis et quia velit. Quidem ullam nobis saepe aut repellendus. Dolor et occaecati est ut. Consequatur dolor quia qui et cumque minima est dolores. Dolore ut magni molestiae aut voluptatem. Voluptatem ex nam quibusdam quia. Aperiam sed ex voluptas. Dolore itaque et ut rerum aut cum. Quibusdam sed corporis praesentium eius voluptatibus sequi aut. Unde dolores aliquam id iste quam eos. Enim nam unde voluptas reiciendis qui.";3;3;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/sunt-et-perspiciatis-doloremque;;;;;assets/images/e2365877ef7394c4cb82906ad480ff0a.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2092
